client_number,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
709435533,"Attrited Customer",53,F,Unknown,Single,"Less than $40K",Blue,3099,0,0
719874633,"Attrited Customer",44,M,"High School",Unknown,"$80K - $120K",Gold,34516,0,0
719168883,"Attrited Customer",45,F,Unknown,Single,"Less than $40K",Blue,5155,0,0
714212358,"Attrited Customer",38,F,"High School",Single,Unknown,Blue,5260,1706,0.324
721104708,"Attrited Customer",41,F,Post-Graduate,Single,"Less than $40K",Blue,2067,1966,0.951
717461283,"Attrited Customer",38,F,Graduate,Single,Unknown,Blue,2214,570,0.257
803028858,"Attrited Customer",38,F,Graduate,Single,"Less than $40K",Blue,3775,0,0
712751133,"Attrited Customer",42,M,Doctorate,Single,"$60K - $80K",Blue,11328,1369,0.121
708170508,"Attrited Customer",38,M,Graduate,Married,"$60K - $80K",Blue,1438,0,0
719770158,"Attrited Customer",54,F,Post-Graduate,Single,"Less than $40K",Blue,8516,0,0
716271183,"Attrited Customer",45,F,Uneducated,Single,"Less than $40K",Blue,8924,0,0
816261858,"Attrited Customer",61,M,Graduate,Single,"$40K - $60K",Blue,3984,2245,0.564
721308033,"Attrited Customer",45,F,Post-Graduate,Single,"Less than $40K",Blue,3036,2517,0.829
774760458,"Attrited Customer",62,F,"High School",Unknown,"$40K - $60K",Blue,3807,2517,0.661
804415083,"Attrited Customer",45,M,Unknown,Married,"$60K - $80K",Blue,4097,655,0.16
771424908,"Attrited Customer",38,M,Unknown,Unknown,"$60K - $80K",Blue,11252,1129,0.1
711012783,"Attrited Customer",43,M,Graduate,Single,"$120K +",Blue,33384,0,0
708788583,"Attrited Customer",64,F,College,Unknown,"Less than $40K",Blue,6167,0,0
819714408,"Attrited Customer",44,F,Graduate,Married,Unknown,Blue,5666,2386,0.421
713730933,"Attrited Customer",53,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
712235433,"Attrited Customer",43,F,Graduate,Single,"Less than $40K",Blue,2886,0,0
714377058,"Attrited Customer",63,F,Unknown,Single,"Less than $40K",Blue,1896,0,0
708654933,"Attrited Customer",51,F,Doctorate,Married,"Less than $40K",Platinum,15987,193,0.012
720283758,"Attrited Customer",44,F,Uneducated,Married,Unknown,Blue,13735,1733,0.126
718735908,"Attrited Customer",47,M,Graduate,Single,"$120K +",Blue,7015,0,0
804833058,"Attrited Customer",49,M,Unknown,Single,"$80K - $120K",Blue,4384,0,0
713639058,"Attrited Customer",49,M,"High School",Married,"$60K - $80K",Blue,1511,0,0
709560258,"Attrited Customer",49,F,Graduate,Single,Unknown,Blue,4946,0,0
720362058,"Attrited Customer",57,M,Uneducated,Single,"$60K - $80K",Silver,32182,0,0
719602908,"Attrited Customer",42,F,Post-Graduate,Single,"$40K - $60K",Blue,5667,812,0.143
709713033,"Attrited Customer",55,M,College,Single,"$80K - $120K",Blue,6846,0,0
708633783,"Attrited Customer",43,M,Uneducated,Single,"$80K - $120K",Blue,11336,0,0
720950283,"Attrited Customer",47,M,"High School",Married,"$80K - $120K",Blue,21359,0,0
717840108,"Attrited Customer",48,M,Unknown,Married,"$80K - $120K",Blue,4806,1357,0.282
715016508,"Attrited Customer",42,F,"High School",Married,"$40K - $60K",Blue,4527,0,0
781306758,"Attrited Customer",58,M,Uneducated,Single,"$80K - $120K",Blue,3091,2517,0.814
712294083,"Attrited Customer",54,F,"High School",Single,Unknown,Blue,3778,0,0
711334983,"Attrited Customer",41,F,"High School",Married,Unknown,Blue,26229,0,0
716434533,"Attrited Customer",40,M,"High School",Married,"$80K - $120K",Blue,29149,0,0
828215508,"Attrited Customer",55,F,Graduate,Unknown,"Less than $40K",Blue,1438,0,0
712812408,"Attrited Customer",40,F,Unknown,Married,"Less than $40K",Blue,1535,0,0
713585958,"Attrited Customer",48,F,College,Married,"Less than $40K",Blue,5997,0,0
710493558,"Attrited Customer",46,F,Post-Graduate,Married,"$40K - $60K",Blue,1803,0,0
827964858,"Attrited Customer",58,F,Uneducated,Divorced,Unknown,Blue,3266,859,0.263
773667708,"Attrited Customer",50,M,Graduate,Divorced,"$60K - $80K",Blue,7050,1008,0.143
812979408,"Attrited Customer",39,F,Unknown,Married,"$40K - $60K",Silver,15142,0,0
806947308,"Attrited Customer",40,M,Post-Graduate,Married,"$60K - $80K",Blue,20178,1553,0.077
708386958,"Attrited Customer",47,F,Unknown,Married,"Less than $40K",Blue,1561,0,0
718220358,"Attrited Customer",58,M,Graduate,Single,"$120K +",Blue,28618,0,0
712656783,"Attrited Customer",49,M,Graduate,Single,"$120K +",Blue,8136,2517,0.309
738899658,"Attrited Customer",45,F,Graduate,Single,Unknown,Blue,3120,2517,0.807
714727833,"Attrited Customer",41,F,Uneducated,Single,"Less than $40K",Blue,2892,2517,0.87
708834483,"Attrited Customer",46,M,Doctorate,Married,"$80K - $120K",Blue,17667,0,0
720598308,"Attrited Customer",47,M,Uneducated,Single,"$120K +",Blue,34516,1126,0.033
815353083,"Attrited Customer",44,M,College,Divorced,"$80K - $120K",Silver,34516,2361,0.068
712050933,"Attrited Customer",48,M,College,Married,"$80K - $120K",Blue,25190,0,0
717592758,"Attrited Customer",44,F,Unknown,Single,"Less than $40K",Blue,1606,1578,0.983
708687483,"Attrited Customer",54,F,Graduate,Single,"Less than $40K",Silver,13626,0,0
768256908,"Attrited Customer",45,M,Uneducated,Married,"Less than $40K",Blue,8580,1636,0.191
721451208,"Attrited Customer",54,M,Graduate,Single,"$60K - $80K",Silver,30540,0,0
714751158,"Attrited Customer",49,M,"High School",Divorced,"$80K - $120K",Blue,34516,2517,0.073
718342158,"Attrited Customer",38,F,Graduate,Single,"Less than $40K",Blue,4391,1933,0.44
716654808,"Attrited Customer",48,M,"High School",Single,"$120K +",Blue,24593,0,0
716390958,"Attrited Customer",45,M,Unknown,Married,"$120K +",Blue,26107,0,0
716564433,"Attrited Customer",53,F,Graduate,Single,"Less than $40K",Blue,4287,0,0
716022258,"Attrited Customer",51,F,College,Single,"Less than $40K",Blue,8960,2222,0.248
778433283,"Attrited Customer",51,M,"High School",Married,"$60K - $80K",Blue,8989,0,0
811527933,"Attrited Customer",65,F,College,Single,"Less than $40K",Silver,10885,1758,0.162
778617708,"Attrited Customer",46,M,College,Married,"$80K - $120K",Blue,1438,864,0.601
772574283,"Attrited Customer",50,F,Graduate,Married,"$40K - $60K",Blue,7191,0,0
714972558,"Attrited Customer",37,F,Graduate,Single,"Less than $40K",Blue,1610,0,0
709709283,"Attrited Customer",38,M,College,Single,"$40K - $60K",Blue,3458,321,0.093
780105483,"Attrited Customer",65,F,Uneducated,Single,"Less than $40K",Blue,1697,377,0.222
715294083,"Attrited Customer",46,M,College,Single,"$80K - $120K",Blue,10309,0,0
716711433,"Attrited Customer",48,M,"High School",Married,"$40K - $60K",Blue,7897,157,0.02
711588708,"Attrited Customer",50,F,Uneducated,Married,"$40K - $60K",Blue,1438,458,0.318
714492783,"Attrited Customer",46,F,Uneducated,Married,"Less than $40K",Blue,1438,0,0
709192233,"Attrited Customer",50,F,Unknown,Married,Unknown,Blue,1773,0,0
718791708,"Attrited Customer",48,M,"High School",Married,"$80K - $120K",Blue,16362,2268,0.139
772695033,"Attrited Customer",47,M,"High School",Single,"$80K - $120K",Blue,18800,2517,0.134
708831858,"Attrited Customer",43,F,Uneducated,Married,"Less than $40K",Blue,4579,1506,0.329
780006783,"Attrited Customer",59,M,Uneducated,Single,"$40K - $60K",Silver,15809,0,0
771342183,"Attrited Customer",53,F,Graduate,Single,"$40K - $60K",Blue,1625,0,0
712901283,"Attrited Customer",53,F,Graduate,Single,"$40K - $60K",Blue,2121,0,0
718473558,"Attrited Customer",42,F,Doctorate,Single,"Less than $40K",Blue,8668,0,0
709708233,"Attrited Customer",49,F,Doctorate,Married,"Less than $40K",Blue,7066,0,0
709178733,"Attrited Customer",50,F,Post-Graduate,Married,"$40K - $60K",Blue,5527,1120,0.203
713253858,"Attrited Customer",50,F,College,Married,Unknown,Blue,1461,0,0
803796708,"Attrited Customer",52,M,Uneducated,Unknown,"$120K +",Blue,13354,0,0
717368208,"Attrited Customer",49,M,Graduate,Single,"$120K +",Blue,26723,0,0
772341783,"Attrited Customer",45,F,"High School",Single,Unknown,Blue,3512,2517,0.717
715409733,"Attrited Customer",47,F,College,Single,"Less than $40K",Blue,2263,0,0
715732533,"Attrited Customer",52,M,Graduate,Married,"$60K - $80K",Blue,9375,1625,0.173
713722608,"Attrited Customer",48,F,Unknown,Divorced,"Less than $40K",Blue,2806,2514,0.896
709101258,"Attrited Customer",41,F,"High School",Divorced,"Less than $40K",Blue,1478,524,0.355
721427358,"Attrited Customer",47,M,Unknown,Divorced,"$80K - $120K",Blue,8757,0,0
709338633,"Attrited Customer",56,F,Graduate,Single,"$40K - $60K",Blue,2339,0,0
711245433,"Attrited Customer",50,F,Graduate,Single,Unknown,Blue,2509,0,0
717195933,"Attrited Customer",42,M,Graduate,Married,"$60K - $80K",Blue,5298,0,0
708801108,"Attrited Customer",57,F,Uneducated,Single,"Less than $40K",Blue,1438,0,0
789382758,"Attrited Customer",54,M,Graduate,Single,"$40K - $60K",Blue,5501,0,0
721437333,"Attrited Customer",46,M,Graduate,Single,"$80K - $120K",Blue,5054,2517,0.498
711626658,"Attrited Customer",62,F,"High School",Single,"Less than $40K",Blue,1930,0,0
717793983,"Attrited Customer",55,M,Graduate,Single,"$40K - $60K",Silver,18128,0,0
714119283,"Attrited Customer",42,F,Unknown,Single,"$40K - $60K",Blue,2516,0,0
799239033,"Attrited Customer",53,F,"High School",Single,"$40K - $60K",Blue,1714,0,0
814483608,"Attrited Customer",47,F,Graduate,Divorced,"Less than $40K",Blue,5798,2517,0.434
715514133,"Attrited Customer",44,F,Graduate,Married,"Less than $40K",Blue,2184,0,0
794707083,"Attrited Customer",50,M,College,Single,"$80K - $120K",Blue,3495,0,0
805313808,"Attrited Customer",52,F,"High School",Married,"$40K - $60K",Blue,8018,134,0.017
772922883,"Attrited Customer",41,M,Unknown,Married,"$80K - $120K",Blue,20543,0,0
713333433,"Attrited Customer",49,M,Uneducated,Unknown,"$60K - $80K",Blue,18075,0,0
787921383,"Attrited Customer",53,M,"High School",Single,"$120K +",Silver,34516,2297,0.067
807584958,"Attrited Customer",50,M,Uneducated,Married,"$60K - $80K",Blue,21096,0,0
715405758,"Attrited Customer",50,F,"High School",Single,Unknown,Blue,10057,0,0
718515483,"Attrited Customer",64,M,Graduate,Single,"Less than $40K",Blue,3570,2517,0.705
715664808,"Attrited Customer",43,M,Graduate,Single,"$80K - $120K",Blue,34516,0,0
720551733,"Attrited Customer",46,F,Doctorate,Married,Unknown,Blue,15195,0,0
710533233,"Attrited Customer",38,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
720197058,"Attrited Customer",47,F,Graduate,Unknown,Unknown,Blue,3443,0,0
716317458,"Attrited Customer",51,F,Post-Graduate,Single,"Less than $40K",Blue,4281,0,0
717035283,"Attrited Customer",46,M,Graduate,Single,"$60K - $80K",Blue,2445,848,0.347
718110858,"Attrited Customer",42,M,Unknown,Married,"$40K - $60K",Blue,1606,0,0
803113383,"Attrited Customer",55,F,Uneducated,Single,"Less than $40K",Blue,3292,0,0
721273008,"Attrited Customer",54,F,College,Unknown,"Less than $40K",Silver,10797,1252,0.116
820282383,"Attrited Customer",45,F,Graduate,Married,"Less than $40K",Blue,5848,2517,0.43
712693908,"Attrited Customer",43,M,Graduate,Married,"$120K +",Blue,13883,783,0.056
708642708,"Attrited Customer",40,F,Uneducated,Married,Unknown,Blue,13019,0,0
811475733,"Attrited Customer",53,F,College,Married,"$40K - $60K",Blue,3339,0,0
713788083,"Attrited Customer",28,F,Graduate,Single,"Less than $40K",Blue,1624,0,0
780067158,"Attrited Customer",51,F,Uneducated,Single,"Less than $40K",Blue,1746,1107,0.634
809599158,"Attrited Customer",48,M,Uneducated,Single,"$80K - $120K",Silver,34516,0,0
709798908,"Attrited Customer",45,F,Unknown,Single,"Less than $40K",Blue,2858,0,0
708084558,"Attrited Customer",46,M,Doctorate,Divorced,"$80K - $120K",Blue,8258,1771,0.214
718711158,"Attrited Customer",52,M,Graduate,Married,"$120K +",Blue,3841,2517,0.655
709143183,"Attrited Customer",52,F,Doctorate,Married,"$40K - $60K",Blue,1822,1605,0.881
821759658,"Attrited Customer",41,F,"High School",Divorced,"$40K - $60K",Blue,4650,204,0.044
712783083,"Attrited Customer",48,F,"High School",Married,"Less than $40K",Blue,3607,0,0
821749608,"Attrited Customer",41,M,Graduate,Single,"$80K - $120K",Blue,19402,0,0
826261008,"Attrited Customer",48,F,Graduate,Unknown,"Less than $40K",Blue,1438,0,0
709444983,"Attrited Customer",38,F,Uneducated,Single,"$40K - $60K",Blue,2435,2432,0.999
769575783,"Attrited Customer",49,F,College,Married,"Less than $40K",Blue,1603,749,0.467
709563258,"Attrited Customer",50,F,Uneducated,Single,Unknown,Blue,2751,2253,0.819
712257258,"Attrited Customer",50,F,"High School",Single,"Less than $40K",Blue,1457,0,0
708916083,"Attrited Customer",49,F,Doctorate,Unknown,"Less than $40K",Blue,1749,0,0
778364583,"Attrited Customer",45,F,Graduate,Married,"Less than $40K",Blue,5911,916,0.155
717308433,"Attrited Customer",49,M,Uneducated,Unknown,"$60K - $80K",Blue,1960,0,0
713796033,"Attrited Customer",47,M,Graduate,Married,"$40K - $60K",Blue,4738,0,0
710812533,"Attrited Customer",46,F,"High School",Single,Unknown,Silver,34516,154,0.004
714864333,"Attrited Customer",43,M,College,Divorced,"$120K +",Blue,34516,0,0
720810783,"Attrited Customer",54,F,Graduate,Married,Unknown,Blue,3781,1692,0.448
715987758,"Attrited Customer",49,M,Graduate,Single,"$80K - $120K",Blue,3261,0,0
713388108,"Attrited Customer",62,F,"High School",Unknown,"Less than $40K",Blue,5210,0,0
719917233,"Attrited Customer",49,M,Post-Graduate,Married,"$80K - $120K",Blue,13382,1159,0.087
717103758,"Attrited Customer",63,M,Graduate,Single,Unknown,Blue,18550,0,0
721365033,"Attrited Customer",37,M,Uneducated,Single,"$40K - $60K",Blue,1696,0,0
810974958,"Attrited Customer",51,M,"High School",Married,"$60K - $80K",Blue,4123,1760,0.427
712267983,"Attrited Customer",57,F,Graduate,Single,"Less than $40K",Blue,3023,2517,0.833
718250883,"Attrited Customer",59,F,"High School",Married,Unknown,Blue,3875,1397,0.361
802243458,"Attrited Customer",48,M,Doctorate,Single,"$40K - $60K",Blue,2760,0,0
720330558,"Attrited Customer",44,M,Graduate,Married,"$80K - $120K",Blue,25256,966,0.038
720784833,"Attrited Customer",48,F,Graduate,Single,Unknown,Blue,1630,1243,0.763
721448283,"Attrited Customer",39,F,Graduate,Single,"Less than $40K",Blue,1876,1536,0.819
710552733,"Attrited Customer",42,M,Unknown,Married,"$60K - $80K",Blue,4963,0,0
714384783,"Attrited Customer",59,F,Graduate,Married,"Less than $40K",Blue,2468,0,0
713847858,"Attrited Customer",49,F,Graduate,Divorced,"Less than $40K",Blue,1438,0,0
810875958,"Attrited Customer",51,F,Graduate,Married,"Less than $40K",Blue,2016,395,0.196
718766058,"Attrited Customer",56,M,Graduate,Single,"$80K - $120K",Blue,1438,0,0
709309308,"Attrited Customer",50,M,College,Unknown,"$80K - $120K",Blue,27186,0,0
711721458,"Attrited Customer",50,F,Graduate,Unknown,"Less than $40K",Blue,1438,0,0
708798483,"Attrited Customer",37,F,Unknown,Single,Unknown,Blue,2054,0,0
708501783,"Attrited Customer",43,M,"High School",Married,"$120K +",Blue,34516,1477,0.043
719328858,"Attrited Customer",56,M,"High School",Married,"$60K - $80K",Blue,4535,0,0
803800533,"Attrited Customer",39,M,Unknown,Single,"$40K - $60K",Blue,2088,975,0.467
718352358,"Attrited Customer",49,F,Post-Graduate,Married,"Less than $40K",Blue,1914,0,0
719894433,"Attrited Customer",43,F,Unknown,Married,"Less than $40K",Blue,1679,951,0.566
778720533,"Attrited Customer",53,F,Graduate,Married,"Less than $40K",Blue,1722,0,0
709488108,"Attrited Customer",42,M,College,Single,"$40K - $60K",Blue,10543,0,0
820276908,"Attrited Customer",42,F,College,Married,"$40K - $60K",Blue,4139,0,0
819647358,"Attrited Customer",38,M,Unknown,Single,"$60K - $80K",Blue,12871,0,0
789502308,"Attrited Customer",57,F,Unknown,Single,"Less than $40K",Blue,1551,790,0.509
802834158,"Attrited Customer",42,M,Unknown,Married,"$60K - $80K",Blue,6743,1737,0.258
712038258,"Attrited Customer",48,M,Unknown,Single,"$80K - $120K",Blue,32838,1717,0.052
712864683,"Attrited Customer",42,F,Doctorate,Single,"Less than $40K",Blue,1438,0,0
713886333,"Attrited Customer",47,M,"High School",Married,"$60K - $80K",Blue,18660,728,0.039
711741708,"Attrited Customer",41,M,Post-Graduate,Unknown,"$80K - $120K",Blue,7591,0,0
778915233,"Attrited Customer",51,F,Graduate,Married,"Less than $40K",Blue,1757,331,0.188
780146658,"Attrited Customer",40,F,Post-Graduate,Married,"$40K - $60K",Blue,3795,2517,0.663
755467683,"Attrited Customer",48,F,Graduate,Single,"Less than $40K",Blue,3001,482,0.161
708804633,"Attrited Customer",44,F,Doctorate,Divorced,"Less than $40K",Blue,1916,0,0
714479358,"Attrited Customer",51,M,Graduate,Single,"$80K - $120K",Blue,3610,1554,0.43
769438608,"Attrited Customer",48,F,Graduate,Married,"Less than $40K",Blue,1942,860,0.443
713608383,"Attrited Customer",54,F,Unknown,Married,"Less than $40K",Blue,1438,0,0
720867708,"Attrited Customer",45,F,Graduate,Unknown,"Less than $40K",Blue,1748,1103,0.631
721126833,"Attrited Customer",51,M,"High School",Married,"$80K - $120K",Blue,14902,0,0
712807758,"Attrited Customer",47,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
824140908,"Attrited Customer",52,M,Uneducated,Single,"$120K +",Blue,20974,0,0
720444408,"Attrited Customer",35,F,College,Single,"Less than $40K",Blue,2231,1791,0.803
789358908,"Attrited Customer",53,F,College,Married,"Less than $40K",Blue,3573,0,0
797491683,"Attrited Customer",45,M,Unknown,Married,"$80K - $120K",Silver,34516,1964,0.057
709170108,"Attrited Customer",60,F,Unknown,Single,"$40K - $60K",Blue,2425,0,0
716056158,"Attrited Customer",63,M,Graduate,Single,"$60K - $80K",Blue,11619,0,0
715406658,"Attrited Customer",47,F,Unknown,Single,"Less than $40K",Blue,2173,596,0.274
773228133,"Attrited Customer",39,F,Graduate,Married,"Less than $40K",Blue,1677,0,0
716625033,"Attrited Customer",32,F,Graduate,Single,"Less than $40K",Blue,2761,0,0
716782758,"Attrited Customer",48,M,Graduate,Single,"$60K - $80K",Blue,19075,0,0
708797583,"Attrited Customer",49,F,Unknown,Single,Unknown,Blue,2672,0,0
708809283,"Attrited Customer",41,F,Graduate,Divorced,"$40K - $60K",Blue,10360,2517,0.243
711100608,"Attrited Customer",55,M,Uneducated,Single,"$60K - $80K",Blue,1723,0,0
768624258,"Attrited Customer",55,F,Graduate,Single,"Less than $40K",Blue,1583,234,0.148
780126033,"Attrited Customer",50,M,Unknown,Married,"$40K - $60K",Blue,12914,1227,0.095
719174433,"Attrited Customer",36,F,Unknown,Single,"Less than $40K",Blue,1735,0,0
714346608,"Attrited Customer",51,F,Graduate,Single,"$40K - $60K",Blue,1495,0,0
798481383,"Attrited Customer",40,F,Uneducated,Married,"Less than $40K",Blue,2694,0,0
823904133,"Attrited Customer",53,F,College,Single,Unknown,Blue,10195,0,0
711646908,"Attrited Customer",39,M,Unknown,Single,"$60K - $80K",Blue,7821,2517,0.322
718171308,"Attrited Customer",44,F,Graduate,Married,"Less than $40K",Blue,1984,0,0
770024733,"Attrited Customer",53,F,Uneducated,Single,"$40K - $60K",Blue,1699,0,0
708702258,"Attrited Customer",40,F,Uneducated,Single,Unknown,Blue,3698,478,0.129
720519333,"Attrited Customer",59,F,Unknown,Single,Unknown,Blue,2721,1885,0.693
717001908,"Attrited Customer",41,F,Graduate,Married,"Less than $40K",Blue,6936,0,0
719564208,"Attrited Customer",46,F,Uneducated,Single,"$40K - $60K",Blue,7195,0,0
713229633,"Attrited Customer",45,F,Unknown,Married,"$40K - $60K",Blue,2759,0,0
798041508,"Attrited Customer",50,F,Graduate,Single,"Less than $40K",Blue,3201,2517,0.786
715014633,"Attrited Customer",32,F,Uneducated,Married,Unknown,Blue,8791,0,0
714372333,"Attrited Customer",59,F,Doctorate,Married,"Less than $40K",Blue,2302,0,0
779320008,"Attrited Customer",43,M,College,Married,"$80K - $120K",Blue,2900,2517,0.868
713153733,"Attrited Customer",49,F,Graduate,Unknown,"Less than $40K",Blue,2520,1473,0.585
780201633,"Attrited Customer",41,F,Graduate,Single,"$40K - $60K",Blue,5655,1154,0.204
788095158,"Attrited Customer",52,M,Uneducated,Married,"$80K - $120K",Blue,11606,0,0
716855058,"Attrited Customer",49,F,Graduate,Married,"Less than $40K",Blue,1757,0,0
709500183,"Attrited Customer",46,F,College,Married,"Less than $40K",Blue,1804,0,0
715445058,"Attrited Customer",49,F,Doctorate,Married,"Less than $40K",Blue,3547,2517,0.71
718524783,"Attrited Customer",40,M,"High School",Unknown,"$80K - $120K",Blue,29715,0,0
708117933,"Attrited Customer",44,F,Graduate,Divorced,"Less than $40K",Blue,1880,0,0
712777233,"Attrited Customer",65,M,Graduate,Single,Unknown,Blue,1671,0,0
712706058,"Attrited Customer",44,F,Graduate,Single,"Less than $40K",Blue,1491,0,0
720905133,"Attrited Customer",43,M,Graduate,Unknown,"$80K - $120K",Blue,11422,1095,0.096
712947333,"Attrited Customer",54,F,Unknown,Married,"Less than $40K",Blue,5139,0,0
711871758,"Attrited Customer",30,F,Graduate,Married,"Less than $40K",Blue,2905,2517,0.866
719519058,"Attrited Customer",55,F,"High School",Married,"Less than $40K",Blue,1477,0,0
716873733,"Attrited Customer",43,F,Post-Graduate,Divorced,"Less than $40K",Blue,3556,2517,0.708
720206658,"Attrited Customer",40,F,Graduate,Married,"Less than $40K",Blue,1479,458,0.31
713857758,"Attrited Customer",53,F,Graduate,Married,Unknown,Blue,5842,198,0.034
710674533,"Attrited Customer",46,M,Uneducated,Married,"$60K - $80K",Blue,15060,0,0
717448383,"Attrited Customer",41,M,Unknown,Single,"$80K - $120K",Blue,4428,0,0
716307558,"Attrited Customer",50,F,"High School",Married,"Less than $40K",Blue,2897,1506,0.52
781320783,"Attrited Customer",47,M,Graduate,Divorced,"$80K - $120K",Blue,4586,0,0
714100008,"Attrited Customer",47,F,College,Married,"Less than $40K",Blue,5667,2517,0.444
708223383,"Attrited Customer",47,F,"High School",Married,Unknown,Blue,11410,979,0.086
708705783,"Attrited Customer",47,M,Doctorate,Married,"$60K - $80K",Blue,1584,1214,0.766
709017258,"Attrited Customer",51,F,Unknown,Married,"Less than $40K",Blue,2114,0,0
709161108,"Attrited Customer",44,M,Unknown,Single,"$60K - $80K",Blue,2540,0,0
714089658,"Attrited Customer",41,M,Graduate,Single,"$60K - $80K",Blue,2238,0,0
718863258,"Attrited Customer",54,F,Doctorate,Married,"Less than $40K",Blue,3881,2517,0.649
713283933,"Attrited Customer",42,M,Uneducated,Married,"$40K - $60K",Blue,3032,0,0
714915633,"Attrited Customer",42,M,"High School",Single,"$60K - $80K",Blue,15699,0,0
712292133,"Attrited Customer",45,F,College,Married,"Less than $40K",Blue,2330,2294,0.985
712229283,"Attrited Customer",48,F,Doctorate,Unknown,Unknown,Blue,1438,0,0
794273283,"Attrited Customer",51,M,Uneducated,Single,"$80K - $120K",Blue,25670,0,0
788838033,"Attrited Customer",45,M,College,Single,"$60K - $80K",Blue,3841,0,0
789013833,"Attrited Customer",50,M,"High School",Married,"$120K +",Silver,34516,399,0.012
711918033,"Attrited Customer",37,F,Unknown,Married,"Less than $40K",Blue,1468,1074,0.732
714084483,"Attrited Customer",49,F,Uneducated,Single,Unknown,Blue,3855,211,0.055
719495958,"Attrited Customer",42,F,Unknown,Married,"Less than $40K",Blue,2983,0,0
714726858,"Attrited Customer",31,F,Post-Graduate,Divorced,"Less than $40K",Blue,4871,0,0
717172308,"Attrited Customer",45,F,"High School",Married,"$40K - $60K",Blue,3304,0,0
771795933,"Attrited Customer",49,M,Unknown,Single,"$120K +",Blue,34516,2517,0.073
804829533,"Attrited Customer",59,M,"High School",Single,"$60K - $80K",Blue,24621,471,0.019
795599883,"Attrited Customer",57,F,Uneducated,Married,Unknown,Blue,2404,284,0.118
711819708,"Attrited Customer",33,F,Post-Graduate,Unknown,Unknown,Blue,4734,2517,0.532
713041683,"Attrited Customer",55,M,Graduate,Married,"$120K +",Blue,4697,0,0
709663608,"Attrited Customer",43,F,Graduate,Married,"Less than $40K",Blue,1536,0,0
812411058,"Attrited Customer",49,F,Uneducated,Single,"Less than $40K",Blue,2094,0,0
778397358,"Attrited Customer",42,M,Unknown,Married,"$60K - $80K",Blue,5096,0,0
715609533,"Attrited Customer",47,F,Unknown,Single,"Less than $40K",Blue,5398,0,0
712160058,"Attrited Customer",59,F,Uneducated,Married,"Less than $40K",Blue,1438,0,0
779130108,"Attrited Customer",33,F,Uneducated,Single,"$40K - $60K",Blue,1438,0,0
716922633,"Attrited Customer",38,M,Uneducated,Single,"$120K +",Blue,4043,2517,0.623
710211783,"Attrited Customer",38,F,Unknown,Married,"Less than $40K",Blue,1438,0,0
780496833,"Attrited Customer",56,F,College,Single,"Less than $40K",Blue,2846,0,0
789081408,"Attrited Customer",44,F,Uneducated,Single,"Less than $40K",Blue,1438,170,0.118
720634683,"Attrited Customer",48,F,College,Married,Unknown,Blue,2220,0,0
710289783,"Attrited Customer",43,F,Uneducated,Divorced,"Less than $40K",Blue,2086,2007,0.962
823615983,"Attrited Customer",54,M,Uneducated,Single,"$40K - $60K",Blue,3682,2517,0.684
807587433,"Attrited Customer",56,F,Doctorate,Married,"Less than $40K",Blue,1438,0,0
709987683,"Attrited Customer",46,F,Graduate,Married,Unknown,Blue,2286,0,0
713370033,"Attrited Customer",53,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
713949858,"Attrited Customer",39,F,Doctorate,Married,"Less than $40K",Blue,1438,886,0.616
719751483,"Attrited Customer",39,F,Uneducated,Single,"Less than $40K",Blue,1438,576,0.4
779681433,"Attrited Customer",48,F,Graduate,Married,"$40K - $60K",Blue,14899,0,0
780038058,"Attrited Customer",38,F,"High School",Single,"Less than $40K",Blue,1556,0,0
709536483,"Attrited Customer",57,M,Graduate,Married,"$60K - $80K",Blue,8701,215,0.025
712563408,"Attrited Customer",33,M,Uneducated,Single,"$40K - $60K",Blue,5600,2517,0.449
778601733,"Attrited Customer",55,F,"High School",Single,"$40K - $60K",Blue,2687,1689,0.629
713696808,"Attrited Customer",46,F,"High School",Married,"Less than $40K",Blue,1801,316,0.175
720044658,"Attrited Customer",53,M,Post-Graduate,Single,"$60K - $80K",Blue,4573,2076,0.454
716373483,"Attrited Customer",48,F,Graduate,Married,"Less than $40K",Blue,2860,2517,0.88
716600733,"Attrited Customer",47,F,Unknown,Married,"Less than $40K",Blue,2033,228,0.112
710411358,"Attrited Customer",39,F,College,Married,"$40K - $60K",Blue,7596,2199,0.289
715660308,"Attrited Customer",54,F,College,Married,"Less than $40K",Blue,2921,2412,0.826
778959258,"Attrited Customer",51,F,Unknown,Married,"Less than $40K",Blue,1438,0,0
714620358,"Attrited Customer",37,F,Graduate,Divorced,"Less than $40K",Blue,3328,2517,0.756
709145958,"Attrited Customer",43,F,Unknown,Married,"Less than $40K",Blue,2440,1002,0.411
716668308,"Attrited Customer",39,F,"High School",Single,Unknown,Blue,12405,0,0
789212883,"Attrited Customer",30,F,Uneducated,Divorced,"Less than $40K",Blue,1644,0,0
712450008,"Attrited Customer",50,F,Post-Graduate,Married,Unknown,Blue,4045,0,0
